,latitude,longitude,listing_id
93559,40.7787,-73.9836,6812233
93560,40.7721,-73.927,6944909
93561,40.7974,-73.9708,6838667
93562,40.715,-74.0115,6819109
93563,40.7288,-74.0031,6828708
93565,40.7829,-73.97710000000001,6896276
93572,40.7735,-73.9509,6856282
93574,40.7516,-73.9717,6937948
93577,40.7557,-73.9704,6819781
9358,40.7141,-74.0096,7140477
93582,40.6956,-73.9075,6822437
93583,40.7726,-73.9534,6902073
93585,40.7429,-74.0028,6833839
93587,40.8136,-73.949,6922625
93593,40.7479,-73.9746,6939901
93595,40.7526,-73.9898,6882119
936,40.7829,-73.9452,7208337
93602,40.7202,-73.9788,6911852
93604,40.7572,-73.9649,6945840
93605,40.7073,-74.0046,6923015
93607,40.7514,-73.9864,6947975
93611,40.7058,-74.0086,6887756
93612,40.7681,-73.9594,6857846
93614,40.7093,-74.0047,6943912
93615,40.7252,-73.9947,6933220
93617,40.7775,-73.9473,6925151
93618,40.7703,-73.96340000000001,6845474
93619,40.7448,-73.9919,6947435
9362,40.7742,-73.9647,7223974
93621,40.7679,-73.9598,6847769
93622,40.8015,-73.9668,6842610
93625,40.7191,-73.9843,6924571
93626,40.7513,-73.9721,6829595
93627,40.7834,-73.9833,6902914
93631,40.7163,-74.0042,6838071
93632,40.7061,-74.0093,6925593
93634,40.7699,-73.9519,6945409
93635,40.7231,-74.0044,6901494
93641,40.7282,-73.9826,6922950
93645,40.7752,-73.9622,6867967
93646,40.8498,-73.9401,6871376
93647,40.7111,-74.0055,6940336
93649,40.6925,-73.9947,6873219
9365,40.7606,-73.9963,7200765
93654,40.7652,-73.9897,6895538
93655,40.7045,-74.0089,6875509
93656,40.745,-73.9795,6929111
9366,40.8217,-73.9486,7135003
93660,40.7635,-73.9848,6845401
93661,40.7515,-73.9413,6922274
93662,40.7779,-73.9525,6915691
93665,40.7207,-73.9801,6922018
93668,40.7355,-73.8615,6890910
93669,40.7804,-73.9515,6826986
9367,40.7786,-73.9488,7201193
93672,40.7835,-73.9837,6937432
93673,40.8328,-73.9433,6871679
93678,40.7714,-73.949,6884833
9368,40.7401,-73.9808,7127893
9369,40.6877,-73.9451,7092224
93690,40.6927,-73.986,6941135
93691,40.7793,-73.9496,6817766
93696,40.6556,-73.9494,6845965
93697,40.6484,-74.0117,6884215
937,40.7317,-73.9821,7140820
9370,40.7488,-73.9868,7233556
93701,40.8034,-73.9661,6821499
93703,40.7513,-73.9721,6943509
93704,40.7466,-73.9779,6866904
93711,40.772,-73.9827,6868223
93715,40.6952,-73.9205,6934270
93716,40.8226,-73.9528,6918793
93717,40.7618,-73.9921,6874847
93718,40.69,-73.9919,6821799
93719,40.7084,-74.0048,6884534
93720,40.74,-74.0038,6839591
93721,40.7244,-73.9942,6947216
93722,40.8218,-73.9487,6944057
93724,40.7272,-73.9916,6873358
93725,40.7692,-73.9525,6900836
93726,40.761,-73.9895,6943979
93730,40.7806,-73.979,6939379
93732,40.8436,-73.9405,6865214
93734,40.8497,-73.9381,6897477
93737,40.7449,-73.9777,6938113
93738,40.7256,-73.949,6909350
93739,40.8029,-73.965,6882177
93743,40.7645,-73.984,6901827
93744,40.7045,-74.0089,6940442
93745,40.7482,-74.0051,6918188
93746,40.7652,-73.9246,6942090
9375,40.7813,-73.9485,7193269
93750,40.7223,-73.9839,6824198
93754,40.7477,-74.0008,6814678
93755,40.734,-74.0014,6940714
93756,40.7766,-73.9452,6878711
93758,40.8162,-73.9393,6937962
9376,40.7111,-74.0055,7160301
93761,40.7193,-73.9848,6813880
93765,40.6188,-74.0345,6890724
93766,40.7825,-73.9805,6933353
93769,40.7439,-73.9979,6940117
9377,40.7984,-73.9682,7090939
93775,40.7787,-73.9453,6903386
93776,40.7445,-73.9949,6925994
93777,40.7704,-73.9586,6948185
93780,40.7081,-74.0065,6900833
93782,40.7655,-73.9817,6898433
93788,40.7482,-73.9749,6858419
93789,40.6943,-73.9409,6940132
93791,40.7404,-73.9795,6933103
93793,40.7983,-73.9631,6891323
93794,40.7814,-73.9515,6895642
93796,40.6907,-73.9216,6860501
93797,40.8026,-73.9655,6942037
938,40.7618,-73.9921,7194486
9380,40.7515,-73.9401,7195123
93803,40.753,-73.9704,6830392
93805,40.7277,-74.0,6941485
93806,40.7062,-74.0158,6919888
93807,40.7793,-73.9532,6907595
93812,40.7461,-73.9498,6897472
93814,40.7802,-73.9444,6840060
93820,40.8008,-73.9611,6847617
93821,40.7571,-73.9647,6860994
93823,40.7327,-73.9992,6874353
93826,40.7943,-73.9675,6855361
93829,40.761,-73.999,6815931
9383,40.7676,-73.9601,7166020
93832,40.7471,-74.0023,6813513
93833,40.7214,-73.9977,6947128
93836,40.728,-73.9832,6899317
93837,40.7287,-73.9857,6897463
93838,40.7372,-73.9981,6945862
93839,40.756,-73.9696,6831853
9384,40.7432,-73.9799,7175743
93840,40.7815,-73.9472,6928166
93842,40.7389,-73.9787,6853763
93844,40.781,-73.9595,6883025
93845,40.7956,-73.9353,6825499
93846,40.7542,-73.9955,6823983
93856,40.7073,-74.0015,6931249
9386,40.7844,-73.9497,7145432
93864,40.7128,-74.0059,6840351
93865,40.7203,-73.9789,6834373
93866,40.7735,-73.9509,6947668
9387,40.7056,-74.0162,7185770
93871,40.6788,-73.9507,6930045
93872,40.7617,-73.9618,6813286
93875,40.7318,-73.9876,6912858
93876,40.7484,-73.9893,6873615
9388,40.7943,-73.9675,7205150
93880,40.7715,-73.993,6913661
93881,40.7288,-73.9509,6941996
93882,40.7986,-73.9641,6817444
93883,40.7725,-73.9478,6885249
9389,40.7472,-73.956,7197946
93890,40.7284,-74.0002,6948508
93894,40.7989,-73.9636,6877381
93895,40.7161,-73.9548,6944610
93897,40.6497,-73.9629,6917217
939,40.7943,-73.9675,7105614
93900,40.7352,-73.9796,6834980
93905,40.8379,-73.942,6815423
93908,40.7075,-74.0134,6862663
9391,40.727,-74.0022,7129187
93910,40.6664,-73.9784,6888512
93919,40.7079,-74.006,6819637
93921,40.7659,-73.9574,6912049
93923,40.7592,-73.9948,6819496
93924,40.761,-73.9992,6907543
93930,40.7015,-73.904,6902693
93931,40.7771,-73.9505,6915406
93932,40.763,-73.9796,6927863
93938,40.735,-74.0064,6840857
93939,40.727,-73.9882,6931492
9394,40.753,-73.9958,7199664
93940,40.7865,-73.9731,6854312
93941,40.7612,-73.9978,6823774
93943,40.7752,-73.952,6828820
93947,40.7856,-73.9498,6829170
93949,40.7645,-73.984,6910020
93951,40.7675,-73.9901,6852881
93957,40.7053,-74.0161,6828320
93958,40.7444,-73.9754,6850339
9396,40.7685,-73.9619,7088412
93960,40.7802,-73.9478,6929171
93962,40.7465,-73.9803,6882343
93963,40.7704,-73.9585,6890777
93964,40.7731,-73.9628,6847530
93968,40.7306,-74.0092,6815761
93969,40.7399,-73.9805,6814972
93972,40.7514,-73.9864,6890477
93977,40.7802,-73.9545,6823434
93979,40.7794,-73.9498,6862710
93980,40.7759,-73.9902,6822359
93981,40.7121,-74.0086,6916137
93982,40.7695,-73.9603,6901430
93985,40.7957,-73.9705,6942046
93986,40.7478,-73.9571,6932925
93988,40.7413,-73.9788,6839924
93989,40.7519,-73.9391,6814988
93992,40.7709,-73.9496,6837903
94001,40.7488,-73.9956,6915674
94002,40.7606,-73.9963,6879443
94003,40.7054,-74.0095,6871378
94004,40.7363,-73.9794,6826147
94005,40.735,-73.9985,6927550
9401,40.7967,-73.9623,7210152
94015,40.7698,-73.9839,6931186
94017,40.7535,-73.9648,6901491
94018,40.7269,-73.9786,6854409
94019,40.7456,-73.978,6842992
9402,40.8732,-73.886,7192058
94023,40.7392,-73.9806,6946504
94026,40.7486,-73.8852,6931966
94029,40.648,-73.9618,6908573
94031,40.7675,-73.9536,6881922
94032,40.78,-73.9522,6867105
94033,40.8024,-73.9651,6944358
94035,40.7568,-73.9982,6894157
94036,40.7741,-73.9532,6834018
94039,40.6545,-73.9532,6939243
94042,40.7388,-74.0019,6855053
94043,40.7461,-73.9757,6854923
94044,40.7348,-73.9865,6882851
94048,40.7259,-73.9899,6929168
94049,40.887,-73.9089,6874109
94054,40.7445,-73.9746,6828147
94059,40.7779,-73.9515,6919490
94061,40.7669,-73.9546,6903001
94066,40.7317,-73.9821,6833710
94067,40.7685,-73.9895,6849127
94068,40.7049,-74.0075,6862607
94069,40.7656,-73.9905,6869202
94073,40.8021,-73.9689,6834562
94074,40.7074,-74.0069,6901538
94075,40.7531,-73.9707,6823520
94076,40.7386,-73.9819,6826867
9408,40.6319,-74.0213,7181293
94081,40.796,-73.9742,6870856
94083,40.708,-74.0149,6869815
94086,40.7294,-73.9986,6926974
94087,40.7107,-73.9663,6855654
9409,40.7065,-74.0102,7132905
94094,40.7368,-73.9821,6879255
94097,40.7183,-73.8576,6876809
94098,40.7056,-74.0162,6892528
941,40.708,-74.0149,7178265
9410,40.7321,-74.008,7163919
94103,40.7771,-73.9505,6911694
94104,40.7605,-73.9618,6840737
94106,40.7301,-73.9942,6929364
94108,40.7387,-74.0019,6885338
94113,40.7111,-74.0055,6912851
94114,40.7234,-73.9945,6861000
94117,40.7443,-73.9912,6924278
94119,40.7073,-74.0046,6875857
94120,40.7447,-73.9741,6911760
94124,40.752,-73.9946,6825019
9413,40.7512,-74.0026,7188011
94130,40.7651,-73.9882,7045335
94132,40.7631,-73.9581,6823789
94135,40.8679,-73.9239,6837841
94136,40.729,-73.9855,6908918
94139,40.7538,-73.974,6849562
94142,40.7098,-74.0179,6911287
94146,40.7372,-73.9981,6838610
94148,40.7339,-73.9751,6843394
94149,40.7231,-74.0044,6867670
94151,40.7933,-73.9675,6901729
94153,40.8057,-73.9569,6941112
94156,40.8366,-73.9416,6848194
9416,40.7886,-73.9547,7117221
94160,40.7406,-73.9809,6880063
94164,40.7473,-73.9738,6846432
94165,40.7699,-73.9488,6892702
94166,40.718,-74.0111,6865667
94169,40.7231,-74.0044,6850249
94170,40.7057,-74.0094,6913788
94182,40.7073,-74.0046,6872900
94183,40.7231,-73.9938,6919644
94184,40.6328,-74.0336,6859875
94187,40.7968,-73.9507,6850514
94188,40.7196,-74.0109,6844836
9419,40.7084,-74.0151,7102661
94190,40.7291,-73.9769,6939880
94191,40.7597,-73.9929,6904100
94192,40.7282,-73.9862,6827201
94193,40.7539,-73.9677,6858064
94194,40.7242,-73.9824,6821808
94196,40.7427,-73.9957,6945880
94197,40.8226,-73.9528,6847011
9420,40.7214,-73.9939,7215797
94200,40.7246,-74.0023,6830852
94207,40.7897,-73.9745,7535098
94208,40.741,-73.9766,6869147
94209,40.7754,-73.9523,6863536
94216,40.8433,-73.9396,6859563
94217,40.7634,-73.9638,6874694
94219,40.739,-73.9821,6895818
94221,40.7281,-73.984,6873623
94222,40.708,-74.0149,6814921
94224,40.7258,-73.9839,6823362
94225,40.8022,-73.9653,6931107
94227,40.8126,-73.9389,6900414
94228,40.7831,-73.9822,6944065
94230,40.7728,-73.9502,7272833
94232,40.6675,-73.9886,6818577
94233,40.826,-73.8558,6876481
94236,40.7255,-73.9843,6924282
94237,40.7215,-73.9566,6826151
94238,40.7771,-73.9809,6841433
9424,40.7974,-73.9708,7101726
94240,40.7442,-73.8925,6901595
94241,40.7436,-73.9919,6822481
94242,40.7231,-74.0044,6922930
94243,40.7182,-73.958,6899219
94249,40.8393,-73.9434,6873984
94251,40.7695,-73.9603,6895572
94254,40.7094,-74.0141,6822335
94259,40.7815,-73.9528,6896211
9426,40.7047,-74.0076,7155045
94268,40.7615,-73.9611,6912429
94269,40.7865,-73.9423,6829625
9427,40.7478,-74.0008,7171349
94276,40.7121,-74.0086,6911957
94277,40.7861,-73.9438,6890683
9428,40.7505,-73.9368,7206991
94283,40.6821,-73.9493,6936890
94287,40.7611,-73.9989,6815802
94289,40.7213,-73.9822,6917211
94290,40.7944,-73.9712,6823697
94293,40.7012,-73.9302,6914451
94294,40.7515,-73.9401,6901246
94296,40.7613,-73.9986,6868085
9430,40.7692,-73.9258,7108574
94300,40.8532,-73.9299,6916007
94301,40.7788,-73.9806,6889498
94302,40.7396,-73.9815,6826937
94313,40.8274,-73.9514,6815413
94315,40.849,-73.9357,6887195
94320,40.7204,-73.9615,6909993
94325,40.7565,-73.9973,6875647
94326,40.7761,-73.9512,6862244
94327,40.7399,-74.0036,6848107
94329,40.761,-73.999,6883864
94342,40.7816,-73.9532,6931298
94343,40.7406,-73.9809,6924222
94347,40.7801,-73.9475,6912659
94348,40.7696,-73.9565,6931629
94351,40.7842,-73.948,6925326
94354,40.7081,-74.0065,6865562
94355,40.7691,-73.9554,6826579
94361,40.7843,-73.9503,6936886
94367,40.7298,-73.9871,6915530
9437,40.7324,-73.9875,7088578
94374,40.7185,-73.9827,6925773
94375,40.7513,-73.9721,6933160
94378,40.7328,-74.0089,6843572
94382,40.7047,-74.0094,7254132
94383,40.7888,-73.9549,6901716
94385,40.8005,-73.9686,6823865
94386,40.6904,-73.9906,6877962
94387,40.7373,-73.9961,6844471
94390,40.7469,-73.9959,6867982
94398,40.7251,-73.9816,6824306
94399,40.7695,-73.9603,6910025
944,40.7634,-73.9638,7439407
9440,40.6838,-73.9666,7193289
94401,40.6843,-73.9555,6913509
94406,40.8451,-73.8276,6906855
94416,40.7244,-74.0006,6865843
94418,40.6804,-74.0014,6904714
94422,40.796,-73.9496,6892324
94423,40.7873,-73.9807,6903686
94427,40.7797,-73.9446,6828596
94433,40.706,-73.8324,6932257
94434,40.7741,-73.9476,6819176
94435,40.7614,-73.9824,6846962
94438,40.7488,-73.8848,6844694
94439,40.7352,-73.9972,6935158
9444,40.7586,-73.9838,7173230
94442,40.7084,-74.0057,6850380
94446,40.7635,-73.9588,6828710
94447,40.7924,-73.9741,6820613
94448,40.7609,-73.986,6826559
94450,40.7462,-73.9757,6870365
94451,40.7052,-74.016,6894047
94453,40.708,-74.0149,6926468
94460,40.71,-74.0143,6902536
94463,40.7664,-73.9563,6852663
94464,40.7634,-73.9627,6866108
94467,40.7803,-73.976,6937374
94468,40.7487,-73.9901,6867309
94473,40.7412,-73.9827,6888834
94476,40.678,-73.9901,6886180
94478,40.7565,-73.9973,6892652
94479,40.7487,-73.9901,6885924
94482,40.7334,-74.0018,6873906
94486,40.7656,-73.9885,6899356
94489,40.7654,-73.9816,6934941
94491,40.7413,-73.9809,6895024
94492,40.6088,-73.9874,6932229
94497,40.7704,-73.9566,6892218
94499,40.7804,-73.9553,6812033
945,40.7568,-73.9982,7135550
9450,40.7669,-73.9888,7143316
94504,40.7216,-73.9878,6856342
94507,40.761,-73.9915,6944245
94508,40.7929,-73.9506,6823585
94510,40.8666,-73.9217,6895088
94511,40.7937,-73.9761,6946918
94514,40.6932,-73.9987,6819754
94515,40.7728,-73.9502,6942822
94520,40.6887,-73.9851,6912682
94527,40.8198,-73.9578,6923800
94528,40.7074,-74.0074,6822450
94531,40.7368,-73.979,6947650
94532,40.7581,-73.9123,6819838
94533,40.7238,-73.8501,6937309
94534,40.7478,-74.0008,6914300
94535,40.7477,-74.0008,6894689
94536,40.7061,-74.0111,6816044
94548,40.7461,-73.9757,6819412
94554,40.7608,-73.9891,6906457
94556,40.7442,-73.8925,6911416
94561,40.7765,-73.951,6913551
94564,40.6149,-73.983,6943812
94566,40.7358,-73.9859,6851360
94577,40.7073,-74.0046,6815538
94579,40.771,-73.9876,6839354
9458,40.711,-74.0051,7641397
94581,40.74,-73.9806,6862815
94583,40.781,-73.9529,6878681
94585,40.721,-73.9806,6911156
94587,40.7164,-73.9555,6856657
94588,40.7448,-74.0053,6922456
9459,40.7462,-73.9757,7146290
94593,40.7826,-73.9478,6904005
94594,40.7372,-73.9981,6865644
94596,40.6676,-73.9359,6915015
94597,40.7488,-73.9868,6900914
9460,40.7318,-73.9822,7154449
94600,40.7783,-73.9837,6894597
94602,40.7473,-73.9738,6872754
94603,40.7775,-73.9784,6877192
94604,40.7582,-73.9535,6887578
94605,40.7446,-73.974,6935980
94607,40.7492,-73.9789,6812815
94609,40.7062,-74.0099,6904236
94613,40.7988,-73.9644,6850773
94614,40.7708,-73.9516,6944034
94615,40.7075,-74.0073,6822459
94617,40.7842,-73.9783,6892057
94620,40.7488,-73.977,6917955
94622,40.7304,-73.9829,6857898
94626,40.7568,-73.9982,6847821
94628,40.708,-74.0149,6833502
94629,40.6372,-74.0299,6928170
94632,40.7651,-73.9866,6813072
94633,40.7742,-73.9158,6836953
94635,40.7459,-73.9572,6858927
94637,40.7069,-74.0157,6821267
94640,40.7065,-74.0077,6854958
94642,40.7627,-73.969,7670925
94647,40.7568,-73.9981,6862678
94649,40.8413,-73.9367,6827620
94655,40.6833,-73.9384,6823014
94656,40.7233,-73.9958,6895834
94657,40.7592,-73.9948,6818518
9466,40.761,-74.0002,7162163
94664,40.7422,-73.9824,6943016
94669,40.7824,-73.9521,6823167
9467,40.6497,-73.9744,7153281
94670,40.7385,-73.9836,6856237
94671,40.7278,-74.0321,6890961
94672,40.6927,-73.986,6889847
94674,40.7806,-73.9507,6946015
94676,40.7187,-73.9831,6937090
94677,40.7864,-73.9711,6869726
94678,40.7515,-73.9864,6923242
94680,40.7839,-73.9488,6900975
94689,40.7533,-73.9674,6869480
9469,40.8081,-73.9415,7113515
94692,40.7655,-73.9815,6831313
94693,40.7133,-73.94,6835130
94694,40.7586,-73.9938,6859303
94697,40.7704,-73.9566,6814061
947,40.745,-73.9863,7092435
94701,40.7728,-73.9175,6837321
94704,40.7465,-73.9803,6878308
94705,40.7824,-73.984,6941778
94707,40.7633,-73.9577,6936232
94708,40.7608,-73.9861,6899125
9471,40.7398,-73.9811,7137160
94715,40.7866,-73.9732,6899808
94717,40.7696,-73.9541,6938825
94719,40.7399,-73.9864,6820486
94723,40.7857,-73.9498,6936642
94724,40.759,-73.9621,6928524
94725,40.7689,-73.9548,6884032
94729,40.7535,-73.9648,6854567
94731,40.7677,-73.9876,6923553
94734,40.5956,-73.7555,6852549
94737,40.7993,-73.9625,6820764
94739,40.7755,-73.9517,6887921
9474,40.7556,-73.9922,7092571
94740,40.7655,-73.9824,6908157
94741,40.77,-73.9517,6836537
94744,40.7134,-73.9411,6863115
94748,40.7217,-73.8646,6877535
94750,40.7378,-74.0084,6915348
94751,40.7263,-73.9847,6923544
94752,40.7694,-73.9888,6906519
94753,40.7395,-74.0031,6909840
94754,40.7073,-74.0046,6931624
94755,40.7196,-73.9892,6926700
94756,40.7061,-74.0111,6947525
94758,40.6905,-73.9668,6873699
9476,40.7816,-73.9559,7092324
94767,40.7556,-73.9922,6898391
94772,40.7258,-73.9839,6842930
94773,40.7571,-73.9647,6868228
94774,40.7906,-73.9687,6833780
94775,40.7447,-73.9996,6925565
94777,40.6953,-73.929,6903279
94778,40.6618,-73.9954,6939945
94779,40.7481,-74.0211,6845491
9478,40.7347,-74.0009,7129084
94781,40.6521,-73.9595,6914549
94782,40.7111,-74.0055,6850027
94788,40.7198,-73.9964,6901644
9479,40.7486,-73.9903,7223796
94790,40.8847,-73.9125,6874306
94791,40.7481,-73.9748,6926505
94792,40.769,-73.9541,7121942
94795,40.7471,-73.9416,6825677
94796,40.7703,-73.9592,6913169
94798,40.7892,-73.9483,6821377
948,40.761,-73.9922,7189120
9480,40.7708,-73.9818,7160175
94801,40.7313,-73.9889,6849830
94803,40.7436,-73.9978,6893990
94805,40.7067,-74.0072,6821765
94808,40.7121,-74.0086,6850108
94809,40.7301,-73.9927,6852177
9481,40.7719,-73.9545,7207709
94811,40.7665,-73.9606,6939735
94812,40.7052,-74.008,6887809
94814,40.7141,-74.0096,6877425
94815,40.8161,-73.942,6839791
9482,40.7456,-74.0014,7155980
94821,40.7411,-73.9822,6921784
94825,40.7766,-73.951,6893610
94830,40.6265,-73.9406,6819670
94831,40.7549,-73.9661,6880266
94832,40.7718,-73.9508,6906455
94834,40.7776,-73.9454,6934681
94835,40.7612,-73.9623,6900466
94838,40.659,-74.0019,6883942
94839,40.7736,-73.947,6917396
9484,40.7913,-73.9717,7547424
94840,40.8192,-73.9478,6884688
94842,40.7258,-73.9798,6878340
94843,40.7568,-73.9982,6860613
94844,40.743,-73.9975,6850248
9485,40.6914,-73.9919,7123129
94850,40.7297,-73.9999,6814484
94854,40.7573,-73.9651,6880593
94855,40.7457,-73.9968,6872921
94857,40.7445,-74.0002,6829513
94858,40.756,-73.9696,6846993
94867,40.7612,-73.9978,6820919
94868,40.7286,-73.9865,6845242
9487,40.6368,-73.9722,7148744
94873,40.7586,-73.9838,6932562
94874,40.8198,-73.9578,6859656
94876,40.7228,-73.9846,6842569
9488,40.8081,-73.9415,7116309
94880,40.7176,-73.9531,6815434
94881,40.7458,-74.0003,6838275
94883,40.7425,-73.955,6816926
94884,40.7341,-73.9896,6924193
94886,40.7871,-73.9743,6817759
94889,40.7401,-73.9815,6890087
94890,40.7783,-73.9837,6859677
94893,40.7244,-73.9836,6829999
94894,40.7656,-73.9717,6938084
94895,40.7845,-73.9503,6907483
94896,40.7199,-73.9968,6894619
94899,40.7501,-73.9976,6931636
9490,40.753,-73.9959,7191735
94903,40.7608,-73.9918,6921320
94907,40.7929,-73.9661,6873806
94908,40.715,-73.9654,6922267
94910,40.773,-73.9077,6828411
94912,40.7481,-73.9748,6948135
94915,40.78,-73.949,6842951
9492,40.7088,-74.0059,7180898
94921,40.7826,-73.9478,6903330
94929,40.73,-73.9864,6900990
9493,40.8458,-73.9428,7142277
94933,40.8433,-73.9396,6864352
94938,40.722,-73.9819,6906172
94940,40.7688,-73.9548,6878412
94943,40.786,-73.9718,6910037
94944,40.7488,-73.8848,6921950
94946,40.7612,-73.9978,6838412
94949,40.7064,-74.0152,6818560
94951,40.7157,-74.0129,6834553
94954,40.7141,-74.0096,6849805
94955,40.7343,-74.0094,6824991
94960,40.7355,-74.0046,6930837
94961,40.7317,-73.9821,6825040
94965,40.7632,-73.9768,6837835
94968,40.7664,-73.9713,6844785
94970,40.6849,-73.918,6903041
94973,40.7074,-74.0069,6853805
94974,40.7207,-73.9801,6866897
94981,40.7865,-73.9544,6920077
94983,40.7379,-74.0002,6834783
94986,40.7756,-73.9846,6849548
94987,40.7084,-74.0057,6848615
94988,40.7193,-73.9867,6925484
94991,40.764,-73.9917,6812362
94992,40.6983,-73.9929,6942452
94999,40.7343,-73.9822,6928746
9500,40.7481,-73.9564,7197546
95005,40.7035,-73.9897,6877644
95006,40.7593,-73.9959,6875618
95007,40.7406,-73.9809,6894010
95008,40.6363,-74.0257,6876537
95012,40.7782,-73.9482,6889253
95017,40.7902,-73.9678,6875761
95019,40.7412,-73.9772,6947792
95022,40.7285,-73.979,6814154
95025,40.7074,-74.0069,6887761
95026,40.7521,-74.0011,6891998
95032,40.7862,-73.9423,6923836
95034,40.6482,-73.9487,6856951
95039,40.7208,-73.9825,6883831
95040,40.794,-73.9739,6872429
95041,40.7607,-73.9981,6867435
95046,40.7266,-73.978,6862632
95048,40.8325,-73.9406,6813644
95054,40.7073,-74.0046,6901680
95056,40.78,-73.9513,6894962
95059,40.7452,-73.9916,6909990
9506,40.8012,-73.9668,7180317
95062,40.7272,-73.9859,6888914
95063,40.7225,-73.9892,6932929
95064,40.7207,-73.9801,6851320
95066,40.7419,-74.0014,6946958
95067,40.7446,-73.974,6938909
95069,40.6968,-73.9829,6888004
95082,40.7448,-73.9823,6948139
95083,40.7413,-73.9781,6915507
95089,40.7957,-73.9727,6831242
95093,40.7568,-73.9982,6946046
95095,40.7162,-74.0155,6855230
95097,40.8035,-73.9663,6897819
9510,40.803,-73.9568,7104197
95101,40.7176,-73.9408,6894387
95107,40.7699,-73.9541,7614012
95111,40.7873,-73.9807,6843970
95114,40.7479,-73.9739,6891832
95115,40.7382,-73.9918,6902617
95125,40.7783,-73.9804,6821278
95126,40.7474,-73.9566,6884811
95131,40.8034,-73.9663,6860611
95132,40.7608,-73.9604,6917788
95135,40.7319,-73.9836,6888240
95138,40.7416,-73.9985,6875586
9514,40.7943,-73.9675,7123335
95140,40.7295,-73.9847,6866563
95141,40.7596,-73.9633,6826086
95143,40.7243,-73.988,6845517
95146,40.6379,-74.0759,6884049
95149,40.7064,-74.01,6847007
9515,40.7667,-73.959,7191715
95152,40.7365,-74.0078,6875444
95158,40.6881,-73.9794,6836305
95159,40.7654,-73.9816,6855307
95161,40.7687,-73.9883,6894284
95167,40.7073,-74.0046,6849119
95170,40.71,-74.0143,6839019
95171,40.7244,-73.9838,6888693
95172,40.7037,-73.9894,6882221
95173,40.7267,-73.8607,6916256
95177,40.8439,-73.9413,6818174
9518,40.7559,-73.9686,7122027
95180,40.7181,-73.8501,7294798
95185,40.8213,-73.9508,6879976
95186,40.7586,-73.9838,6854310
95188,40.7074,-74.0069,6887007
95189,40.7052,-74.0098,6933849
9519,40.7487,-73.9425,7180185
95199,40.7676,-73.9601,6854134
9520,40.7957,-73.9727,7228090
95200,40.7784,-73.9846,6889318
95206,40.8249,-73.9532,6813388
95208,40.7539,-73.9677,6889042
95212,40.773,-73.9558,6897663
95214,40.7838,-73.9534,6941980
95216,40.726,-73.8491,6891643
95217,40.6842,-73.9143,6922399
95218,40.7386,-73.9878,6867022
95219,40.7073,-74.0046,6922288
95220,40.7518,-73.9944,6824234
95222,40.7746,-73.9914,6812493
95223,40.7424,-73.9999,6840040
95225,40.7183,-73.9853,6939850
95226,40.6851,-73.9111,6835836
95227,40.7716,-73.9506,6849357
95229,40.7486,-73.8852,6929258
9523,40.7369,-73.9821,7201286
95230,40.6857,-73.9534,6923155
95236,40.7487,-73.9425,6932511
95237,40.7486,-73.9903,6875725
95239,40.7569,-73.9774,6855178
95246,40.7283,-73.9857,6938077
95249,40.7688,-73.9608,6901809
95251,40.7174,-73.9617,6885023
95255,40.7721,-73.9861,6826056
95256,40.7074,-74.0069,6899764
95258,40.7422,-73.9824,6913417
95259,40.7604,-73.9617,6843633
9526,40.7234,-74.006,7204303
95260,40.7413,-73.9781,6842329
95267,40.7547,-73.8734,6848665
95268,40.7751,-73.948,6863055
95270,40.8222,-73.94,6843030
95272,40.7441,-73.9964,6875511
95277,40.7476,-73.9732,6833689
95281,40.8021,-73.9689,6875876
95283,40.7473,-74.0026,6915710
95287,40.7759,-73.9291,6828407
95288,40.7716,-73.9506,6877909
95291,40.7285,-74.0,6917443
95298,40.7586,-73.9838,6907381
95299,40.7242,-73.9824,6940031
953,40.7407,-74.0003,7127815
95301,40.753,-73.9959,6858977
95308,40.7052,-74.0074,6891268
95309,40.8031,-73.957,6841682
9531,40.7565,-73.9973,7162148
95310,40.7365,-74.0078,6821598
95311,40.7447,-73.9741,6929084
95313,40.78,-73.9562,6921962
95318,40.6722,-73.9552,6889706
95319,40.7447,-73.9741,6907534
95322,40.692,-73.9476,6822546
95324,40.7735,-73.9509,6893481
95325,40.7053,-74.0161,6846514
95330,40.7273,-73.9897,6894717
95331,40.7378,-74.0084,6881240
95334,40.7074,-74.0069,6818487
95335,40.761,-73.999,6853839
95336,40.7864,-73.9421,6908168
95337,40.748,-73.981,6891996
95338,40.7602,-73.9689,6833589
9534,40.7404,-73.9795,7156554
95340,40.7061,-74.0091,6817046
95344,40.6996,-73.9185,6846167
95346,40.7368,-73.9269,6935220
95348,40.7559,-73.9657,6916622
95349,40.7267,-73.9885,6936046
95353,40.7422,-73.9824,6913137
95354,40.7769,-73.9459,6847493
95355,40.7633,-73.9628,6902573
95362,40.7328,-73.9752,6838301
9537,40.7682,-73.987,7155006
95372,40.7362,-74.0043,6912313
95376,40.7323,-73.9874,6918087
95377,40.7419,-73.9949,6828423
95379,40.7233,-73.9946,6894544
95382,40.7736,-73.9274,6871460
95383,40.7412,-73.9772,6879634
95384,40.7652,-73.9897,6843462
95385,40.6975,-73.9238,6902018
95387,40.7084,-74.0066,6829370
95390,40.7474,-73.9566,6937915
95393,40.7759,-73.9528,6938269
